2ちゃんねる	にチャンネル
話が早い	はなしがはやい
話が見えない	はなしがみえない
話が違う	はなしがちがう
話が遠い	はなしがとおい
話が飛ぶ	はなしがとぶ
話しあう	はなしあう
話しかける	はなしかける
話しがい	はなしがい
話しが飛ぶ	はなしがとぶ
話しだす	はなしだす
話し出す	はなしだす
話し合い	はなしあい
話し合いがつく	はなしあいがつく
話し合いが付く	はなしあいがつく
話し合う	はなしあう
話し始める	はなしはじめる
話し掛ける	はなしかける
話し込む	はなしこむ
話す	はなす
話せる	はなせる
話にならない	はなしにならない
話に乗る	はなしにのる
話に実が入る	はなしにみがはいる
話に實が入る	はなしにみがはいる
話に花が咲く	はなしにはながさく
話に花を咲かせる	はなしにはなをさかせる
話のわかる	はなしのわかる
話の分かる	はなしのわかる
話の穂をつぐ	はなしのほをつぐ
話の穂を継ぐ	はなしのほをつぐ
話の腰を折る	はなしのこしをおる
話合い	はなしあい
話合う	はなしあう
話尽く	はなしずく
話掛ける	はなしかける
話盡く	はなしずく
話込む	はなしこむ
話頭を転じる	わとうをてんじる
話頭を轉じる	わとうをてんじる
話題になる	わだいになる
話題をふる	わだいをふる
話題を呼ぶ	わだいをよぶ
話題を振る	わだいをふる
詳しい	くわしい
詳らかでない	つまびらかでない
詳細を詰める	しょうさいをつめる
誂える	あつらえる
誅する	ちゅうする
誅ふ	つみなう
誇らかす	ほこらかす
誇らしい	ほこらしい
誇りに思う	ほこりにおもう
誇り高い	ほこりたかい
誇る	ほこる
誇ろふ	ほころう
誉む	ほむ
誉めそやす	ほめそやす
誉めたたえる	ほめたたえる
誉めたてる	ほめたてる
誉めちぎる	ほめちぎる
誉めなす	ほめなす
誉める	ほめる
誉め上げる	ほめあげる
誉め称える	ほめたたえる
誉め立てる	ほめたてる
誉れ高い	ほまれたかい
誌す	きす
誌す	しるす
認まる	したたまる
認む	したたむ
認む	みとむ
認む	したたむ
認める	したためる
認める	みとめる
認め合う	みとめあう
認め難い	みとめがたい
認る	したたまる
誑かす	たぶらかす
誑し込む	たらしこむ
誑す	たらす
誓い	ちかい
誓いを立てる	ちかいをたてる
誓いを立てる	ちかい
誓い交わす	ちかいかわす
誓い合う	ちかいあう
誓う	ちかう
誓ふ	うけう
誓文払い	せいもんばらい
誓文拂い	せいもんばらい
誕生祝い	たんじょういわい
誕生祝い	たんじょういわい
誘い	いざない
誘い	さそい
誘い	いざない
誘い	さそい
誘いかける	さそいかける
誘いに乗る	さそいにのる
誘いをかける	さそいをかける
誘い出す	さそいだす
誘い合う	さそいあう
誘い合す	さそいあわす
誘い合せる	さそいあわせる
誘い合わす	さそいあわす
誘い合わせる	さそいあわせる
誘い掛ける	さそいかける
誘い笑い	さそいわらい
誘い込む	さそいこむ
誘う	いざなう
誘う	さそう
誘かふ	そびかう
誘き入れる	おびきいれる
誘き出す	おびきだす
誘き寄せる	おびきよせる
誘く	おびく
誘ふ	さすう
誘る	おこつる
誘る	わかつる
誘る	をこつる
誘る	おこつる
誘合せる	さそいあわせる
誘惑に負ける	ゆうわくにまける
誘込む	さそいこむ
語い	ごい
語う	かたらう
語く	かたらく
語らい	かたらい
語らう	かたらう
語らく	かたらく
語らしめる	かたらしめる
語らひ付く	かたらいつく
語らひ取る	かたらいとる
語らひ寄す	かたらいよす
語らひ寄る	かたらいよる
語りあう	かたりあう
語りかける	かたりかける
語りつくす	かたりつくす
語りつぐ	かたりつぐ
語り伝える	かたりつたえる
語り傳える	かたりつたえる
語り出づ	かたりいず
語り古す	かたりふるす
語り合う	かたりあう
語り合す	かたりあわす
語り合はす	かたりあわす
語り寄る	かたりよる
語り尽くす	かたりつくす
語り尽す	かたりつくす
語り成す	かたりなす
語り掛ける	かたりかける
語り放く	かたりさく
語り明かす	かたりあかす
語り明す	かたりあかす
語り朙かす	かたりあかす
語り添ふ	かたりそう
語り盡くす	かたりつくす
語り盡す	かたりつくす
語り継がふ	かたりつがう
語り継ぐ	かたりつぐ
語り繼ぐ	かたりつぐ
語り調ぶ	かたりしらぶ
語る	かたる
語るに落ちる	かたるにおちる
語を結ぶ	ごをむすぶ
語伝える	かたりつたえる
語古す	かたりふるす
語弊がある	ごへいがある
語掛ける	かたりかける
語明す	かたりあかす
語気を弱める	ごきをよわめる
語気を強める	ごきをつよめる
語継ぐ	かたりつぐ
誡む	いましむ
誡める	いましめる
誣いる	しいる
誣ふ	しう
誤つ	あやまつ
誤りに陥る	あやまりにおちいる
誤りをおかす	あやまりをおかす
誤りを犯す	あやまりをおかす
誤りを直す	あやまりをなおす
誤りを認める	あやまりをみとめる
誤り伝える	あやまりつたえる
誤る	あやまる
誤れる	あやまれる
誤字る	ごじる
誤払い	ごばらい
誤拂い	ごばらい
誤摩化す	ごまかす
誤魔かす	ごまかす
誤魔化す	ごまかす
誥ぶ	たけぶ
誦す	じゅす
誦す	ずす
誦す	じゅす
誦する	しょうする
誦する	じゅする
誦ず	ずんず
説きがたい	ときがたい
説きがたい	ときにくい
説きつける	ときつける
説きにくい	ときがたい
説きにくい	ときにくい
説き付ける	ときつける
説き伏せる	ときふせる
説き出す	ときいだす
説き出づ	ときいず
説き分ける	ときわける
説き勧める	ときすすめる
説き勸める	ときすすめる
説き及ぶ	ときおよぶ
説き明かす	ときあかす
説き明す	ときあかす
説き明らめる	ときあきらめる
説き朙かす	ときあかす
説き破る	ときやぶる
説き示す	ときしめす
説き聞かせる	とききかせる
説き落とす	ときおとす
説き諭す	ときさとす
説き起こす	ときおこす
説き起す	ときおこす
説き込む	ときこむ
説き述べる	ときのべる
説き難い	ときがたい
説き難い	ときにくい
説く	とく
説を立てる	せつをたてる
説付ける	ときつける
説伏せる	ときふせる
説分ける	ときわける
説勧める	ときすすめる
説勸める	ときすすめる
説及ぶ	ときおよぶ
説教くさい	せっきょうくさい
説教臭い	せっきょうくさい
説明かす	ときあかす
説明がつく	せつめいがつく
説明が付く	せつめいがつく
説明す	ときあかす
説明らめる	ときあきらめる
説朙かす	ときあかす
説聞かせる	とききかせる
説聞せる	とききかせる
説諭す	ときさとす
説起こす	ときおこす
説起す	ときおこす
説込む	ときこむ
読ませる	よませる
読みあさる	よみあさる
読みいい	よみいい
読みいい	よみよい
読みかえす	よみかえす
読みかける	よみかける
読みがあまい	よみがあまい
読みがあまい	ヨミがあまい
読みが甘い	よみがあまい
読みが甘い	ヨミがあまい
読みきる	よみきる
読みこなす	よみこなす
読みこむ	よみこむ
読みさす	よみさす
読みすぎる	よみすぎる
読みそこなう	よみそこなう
読みつぐ	よみつぐ
読みつける	よみつける
読みづらい	よみづらい
読みとばす	よみとばす
読みとる	よみとる
読みなおす	よみなおす
読みなれる	よみなれる
読みにくい	よみにくい
読みふける	よみふける
読みやすい	よみやすい
読みよい	よみいい
読みよい	よみよい
読み上げる	よみあげる
読み下す	よみくだす
読み下だす	よみくだす
読み人知らず	よみびとしらず
読み付く	よみつく
読み付ける	よみつける
読み入る	よみいる
読み出す	よみだす
読み切る	よみきる
読み取る	よみとる
読み合せる	よみあわせる
読み合わせる	よみあわせる
読み回む	よみたむ
読み悪い	よみにくい
読み慣ふ	よみならう
読み慣れる	よみなれる
読み捨てる	よみすてる
読み掛ける	よみかける
読み損う	よみそこなう
読み損じる	よみそんじる
読み損ずる	よみそんずる
読み損なう	よみそこなう
読み散らす	よみちらす
読み易い	よみやすい
読み替える	よみかえる
読み止す	よみさす
読み比べる	よみくらべる
読み流す	よみながす
読み渡す	よみわたす
読み溜める	よみためる
読み漁る	よみあさる
読み熟す	よみこなす
読み直す	よみなおす
読み破る	よみやぶる
読み立てる	よみたてる
読み終る	よみおわる
読み終わる	よみおわる
読み継ぐ	よみつぐ
読み耽ける	よみふける
読み耽る	よみふける
読み聞かす	よみきかす
読み聞かせる	よみきかせる
読み良い	よみいい
読み良い	よみよい
読み落す	よみおとす
読み落とす	よみおとす
読み解く	よみとく
読み誤る	よみあやまる
読み辛い	よみづらい
読み込む	よみこむ
読み返す	よみかえす
読み通す	よみとおす
読み進む	よみすすむ
読み過ぎる	よみすぎる
読み過ごす	よみすごす
読み過す	よみすごす
読み違い	よみちがい
読み違う	よみちがう
読み違える	よみちがえる
読み間違える	よみまちがえる
読み難い	よみにくい
読み飛ばす	よみとばす
読み馴れる	よみなれる
読む	よむ
読める	よめる
読んで字のごとく	よんでじのごとく
読んで字の如く	よんでじのごとく
読上げる	よみあげる
読下す	よみくだす
読人知らず	よみびとしらず
読付ける	よみつける
読出す	よみだす
読切る	よみきる
読取る	よみとる
読合せる	よみあわせる
読慣れる	よみなれる
読捨てる	よみすてる
読掛ける	よみかける
読損ずる	よみそんずる
読散らす	よみちらす
読書百遍意自ずから通ず	どくしょひゃっぺんいおのずからつうず
読替える	よみかえる
読比べる	よみくらべる
読流す	よみながす
読漁る	よみあさる
読立てる	よみたてる
読経争い	どきょうあらそい
読耽る	よみふける
